id,created_at,text
666270404093177857,2015-11-16 15:03:37,Which song should I play today? Name your 3 favorites with the link and the tag #playpurpose. Thanks https://t.co/ZWMJvhasht
666267891201761280,2015-11-16 14:53:38,Presale . #PurposeWorldTour https://t.co/9jxqn60x5N
666117784229793792,2015-11-16 04:57:10,New album #PURPOSE https://t.co/ZWMJvgSRpV
666112553391677440,2015-11-16 04:36:23,Nyc  #LyftBieberMode
666079509381255168,2015-11-16 02:25:04,RT @ESPNMusic: Been You by @justinbieber bumping on @espn all month! Buy his new album on iTunes! #beenyou https://t.co/rt3QO47CGn https://…
666044542148345856,2015-11-16 00:06:08,PURPOSE ALBUM REVIEW. Lol https://t.co/NA7xpJ2zwT
666038503092969476,2015-11-15 23:42:08,RT @lyft: Taking a Lyft ride in the Tri-state area today? You might run into @justinbieber: https://t.co/xzCOD9dWMd https://t.co/QIxvbcqCaM
666034195936976898,2015-11-15 23:25:01,"RT @MTRoss39: If you're gonna sit here and tell me new bieber isn't straight fire, you're living a life of lies, dirty lies."
665984882942808064,2015-11-15 20:09:04,Thank u to all the dancers from around the world who helped us make #PurposeTheMovement  https://t.co/WEIqVOCRd1 https://t.co/bNpCB4iW6B
665965736934903809,2015-11-15 18:52:59,RT @BigTop40: No.2 is @justinbieber's THIRD song in the top 10. 3 out of the top 10 are Justins! #Sorry https://t.co/Ldpkg7irWi https://t.c…
665963453744574464,2015-11-15 18:43:55,Have u seen the 13 new videos for #PURPOSE we dropped yesterday? Which one is your favorite?  https://t.co/WEIqVOCRd1
665963218842554368,2015-11-15 18:42:59,RT @Vevo: Watch @justinbieber's #PURPOSE video: https://t.co/4s6bxJkvIM #PURPOSETheMovement https://t.co/207RwDdFmo
665963010792493061,2015-11-15 18:42:09,Amazing to see all the #Bieberbuyouts around the world. So honored. Thank you and hope you are loving #PURPOSE and #givingback
665962823948849154,2015-11-15 18:41:24,Last night was a movie. Love my peoples :)
665955977015992320,2015-11-15 18:14:12,RT @wolfieraps: @justinbieber Appreciate the love fam. Purpose was an amazing album. 😁
665777145898074112,2015-11-15 06:23:35,:) the candle  https://t.co/KDZGkJYTQA
665773026181386241,2015-11-15 06:07:13,#PURPOSE                         https://t.co/ZWMJvhasht
665771490772586496,2015-11-15 06:01:07,PURPOSE: The Movement https://t.co/WEIqVOUs4z via youtube
665771112131751936,2015-11-15 05:59:37,Dropped 13 videos today with the help of some of the greatest dancers in the world and my friend @ParrisGoebel --&gt;  https://t.co/KDd1p0fI81
665755588601602049,2015-11-15 04:57:56,Going to be riding in @lyft cars all weekend in the Tri state area in #LyftBieberMode - might be in your car :) https://t.co/ReXZ8klt1Q
665753184934039553,2015-11-15 04:48:23,If you are out tonight be safe. #LyftBieberMode got u :) https://t.co/KuusGOH68n
665666962442227712,2015-11-14 23:05:45,#PURPOSETheMovement #Purpose thank you for helping me find it again. https://t.co/gb5UW6IIGA
665651296972570624,2015-11-14 22:03:31,#PURPOSETheMovement #Children @Skrillex https://t.co/iVflUZA23Z
665636163542126592,2015-11-14 21:03:22,#PURPOSETheMovement #WhereAreUNow @diplo @Skrillex https://t.co/LwjHeuBqaW
665620933164449792,2015-11-14 20:02:51,#PURPOSETheMovement #LifeIsWorthLiving https://t.co/Ka1SSNHyPw
665607661950386176,2015-11-14 19:10:07,#PURPOSETheMovement #TheFeeling @halsey https://t.co/BdG1ORXRF1
665592249959321600,2015-11-14 18:08:53,#PURPOSETheMovement #NoSense @trvisXX https://t.co/0tYMfBPHU9
665583413504573440,2015-11-14 17:33:46,#PurposeTheMovement #NoPressure @BigSean https://t.co/xqzOjyNXHB
665580906229329921,2015-11-14 17:23:48,#PurposeTheMovement #Company https://t.co/mQLbektWDn
665570984607420416,2015-11-14 16:44:23,#PurposeTheMovement #LoveYourSELF https://t.co/rxda3kmMMl
665559312618557440,2015-11-14 15:58:00,#PurposeTheMovement #Sorry https://t.co/4Djuxtn5o0
665557857509597184,2015-11-14 15:52:13,"#PURPOSETheMovement #WhatDoYouMean 

https://t.co/b4fLqX7ObW"
665552887674568704,2015-11-14 15:32:28,"#PURPOSETheMovement #IllShowYou 

https://t.co/Jd95SI99cV"
665549002037813248,2015-11-14 15:17:02,"#PURPOSE #TheMovement #MarkMyWords 
https://t.co/XCCplkXQ6q"
665530609591152640,2015-11-14 14:03:56,Which one? https://t.co/ZWMJvhasht
665530501998899200,2015-11-14 14:03:31,Thank u https://t.co/sedhcQlJIV
665433898227249152,2015-11-14 07:39:39,Thank you #EveningWithJB https://t.co/GeM80UdMqu
665433747907584002,2015-11-14 07:39:03,RT @headlineplanet: US iTunes Sales: @justinbieber's #Purpose has 14 tracks in Top 100 | 4 in Top 10 | @halsey feature is top collab. https…
665423818723323904,2015-11-14 06:59:36,Thank you so much. #EveningWithJB
665423755859070976,2015-11-14 06:59:21,Thank you
665389468711432193,2015-11-14 04:43:06,https://t.co/9sKLzWExEG #PrayForParis
665378868946014208,2015-11-14 04:00:59,You guys just got me crying. Damn. I missed this and u. Thank u so much. Thank you. #EveningWithJB #Purpose
665343111053230080,2015-11-14 01:38:53,#PrayForParis #PrayForJapan
665334709996523520,2015-11-14 01:05:30,Had a great first show but just heard about what happened in Paris. Thoughts and prayers with everyone #PrayForParis
665302829855211520,2015-11-13 22:58:50,RT @UrbanOutfitters: Only at UO: @justinbieber's #Purpose on exclusive clear vinyl. Get yours: https://t.co/pH6uIfsovS https://t.co/MU9OhKp…
665299158832558082,2015-11-13 22:44:14,"RT @1800flowers: Send a @justinbieber Sorry Bouquet and your recipient will also get a digital download of his new album, #Purpose! https:/…"
665292630486454272,2015-11-13 22:18:18,#Purpose prizes on @Lyft today. Signed board &amp; more. DL &amp; ride:  https://t.co/5zoXOh9156 or https://t.co/QW7XGdbFtd https://t.co/M8d1yu6WJN
665289261478907905,2015-11-13 22:04:55,RT @KevinHart4real: Get my lil bro @justinbieber's new album #Purpose now. Proud of you https://t.co/HYTlVdfwWk
665289247708975105,2015-11-13 22:04:51,RT @RyanSheckler: Proud of my bro @JustinBieber! Congrats on the new album #Purpose https://t.co/JxUYhlde8R
665276162713612288,2015-11-13 21:12:52,Means a lot. Thank you.  https://t.co/ZWMJvhasht
665276032715325440,2015-11-13 21:12:21,RT @halsey: So excited for #purpose to come out so you guys can all have the song that Justin and I did together. ✨ SO. EXCITED. AGH. #TheF…
665275651654447104,2015-11-13 21:10:50,Thank you. So honored https://t.co/kkZVtzLLpU
665275482376507392,2015-11-13 21:10:09,RT @usatodaylife: .@JustinBieber's #Purpose is USA TODAY's Album of the Week. Read @PatRyanWrites' review: https://t.co/saYqPjTPOE https://…
